Worker,Employer,Role,Date
1026977,103886,1452,13/08/2020 03:00
1035128,100688,325,13/08/2020 01:30
1001864,103886,1452,13/08/2020 01:00
1018346,103886,1452,13/08/2020 01:00
989009,103886,1452,13/08/2020 01:00
1019705,103886,1452,13/08/2020 01:00
977765,103886,1452,13/08/2020 01:00
405353,103886,1452,13/08/2020 01:00
1028027,105014,325,12/08/2020 22:00
1024886,105014,325,12/08/2020 22:00
1028027,105014,325,12/08/2020 21:00
1024886,105014,325,12/08/2020 21:00
160139,102842,276,12/08/2020 21:00
93752,102842,1151,12/08/2020 21:00
967376,102842,1151,12/08/2020 18:30
1008983,102842,1151,12/08/2020 18:00
967376,102842,1151,12/08/2020 17:00
1008983,102842,1151,12/08/2020 17:00
683192,104369,1151,12/08/2020 16:00
729440,102842,1151,12/08/2020 16:00
961790,102842,1151,12/08/2020 13:00
875618,102842,1151,12/08/2020 13:00
240791,102842,1151,12/08/2020 13:00
280391,92615,248,12/08/2020 11:30
826358,102842,1151,12/08/2020 10:30
901757,102842,248,12/08/2020 10:00
902033,102842,1151,12/08/2020 09:15
541295,102842,248,12/08/2020 09:00
811100,97619,248,12/08/2020 09:00
592253,92297,353,12/08/2020 08:00
902033,102842,1151,12/08/2020 08:00
846335,92297,353,12/08/2020 08:00
280391,92615,248,12/08/2020 08:00
968243,102842,1151,12/08/2020 08:00
280391,92615,248,12/08/2020 07:30
840074,99878,332,12/08/2020 07:00
345731,97619,248,12/08/2020 07:00
859988,99596,332,12/08/2020 07:00
1012202,99878,332,12/08/2020 07:00
923924,97037,248,12/08/2020 06:15
930317,100688,325,12/08/2020 06:00
332630,97619,248,12/08/2020 06:00
923924,97037,248,12/08/2020 06:00
200483,91877,297,12/08/2020 06:00
281669,104369,248,12/08/2020 06:00
50450,93878,325,12/08/2020 05:00
915995,102842,1151,12/08/2020 05:00
882860,93878,325,12/08/2020 05:00
1026944,103886,1452,12/08/2020 03:00
1026986,103886,1452,12/08/2020 03:00
170942,103886,1452,12/08/2020 03:00
731513,103886,1452,12/08/2020 03:00
1025732,103886,1452,12/08/2020 03:00
163889,103886,1452,12/08/2020 03:00
968171,103886,1452,12/08/2020 03:00
1035128,100688,325,12/08/2020 01:30
1019705,103886,1452,12/08/2020 01:00
1001864,103886,1452,12/08/2020 01:00
1018346,103886,1452,12/08/2020 01:00
405353,103886,1452,12/08/2020 01:00
989009,103886,1452,12/08/2020 01:00
977765,103886,1452,12/08/2020 01:00
1018466,103886,1452,12/08/2020 01:00
1028027,105014,325,11/08/2020 21:00
1024886,105014,325,11/08/2020 21:00
160139,102842,276,11/08/2020 21:00
93752,102842,1151,11/08/2020 21:00
967376,102842,1151,11/08/2020 18:30
1008983,102842,1151,11/08/2020 18:00
1008983,102842,1151,11/08/2020 17:00
967376,102842,1151,11/08/2020 17:00
160139,102842,1151,11/08/2020 17:00
683192,104369,1151,11/08/2020 16:00
729440,102842,1151,11/08/2020 16:00
910424,102842,1151,11/08/2020 13:00
961790,102842,1151,11/08/2020 13:00
160139,102842,1151,11/08/2020 13:00
280391,92615,248,11/08/2020 11:30
826358,102842,1151,11/08/2020 10:30
901757,102842,248,11/08/2020 10:00
902033,102842,1151,11/08/2020 09:15
811100,97619,248,11/08/2020 09:00
541295,102842,248,11/08/2020 09:00
968243,102842,1151,11/08/2020 08:00
775787,92297,353,11/08/2020 08:00
846335,92297,353,11/08/2020 08:00
902033,102842,1151,11/08/2020 08:00
592253,92297,353,11/08/2020 08:00
280391,92615,248,11/08/2020 08:00
280391,92615,248,11/08/2020 07:30
1012202,99878,332,11/08/2020 07:00
345731,97619,248,11/08/2020 07:00
859988,99596,332,11/08/2020 07:00
840074,99878,332,11/08/2020 07:00
923924,97037,248,11/08/2020 06:15
923924,97037,248,11/08/2020 06:00
930317,100688,325,11/08/2020 06:00
200483,91877,297,11/08/2020 06:00
281669,104369,248,11/08/2020 06:00
332630,97619,248,11/08/2020 06:00
882860,93878,325,11/08/2020 05:00
875618,102842,1151,11/08/2020 05:00
915995,102842,1151,11/08/2020 05:00
50450,93878,325,11/08/2020 05:00
1026986,103886,1452,11/08/2020 03:00
163889,103886,1452,11/08/2020 03:00
968171,103886,1452,11/08/2020 03:00
1025732,103886,1452,11/08/2020 03:00
731513,103886,1452,11/08/2020 03:00
1026944,103886,1452,11/08/2020 03:00
170942,103886,1452,11/08/2020 03:00
1035128,100688,325,11/08/2020 01:30
1001864,103886,1452,11/08/2020 01:00
1019705,103886,1452,11/08/2020 01:00
405353,103886,1452,11/08/2020 01:00
993803,103886,1452,11/08/2020 01:00
1018466,103886,1452,11/08/2020 01:00
989009,103886,1452,11/08/2020 01:00
977765,103886,1452,11/08/2020 01:00
160139,102842,1151,10/08/2020 21:00
105224,102842,276,10/08/2020 21:00
1008983,102842,1151,10/08/2020 18:00
967376,102842,1151,10/08/2020 17:00
160139,102842,1151,10/08/2020 17:00
683192,104369,1151,10/08/2020 16:00
729440,102842,1151,10/08/2020 16:00
961790,102842,1151,10/08/2020 13:00
910424,102842,1151,10/08/2020 13:00
160139,102842,1151,10/08/2020 13:00
280391,92615,248,10/08/2020 11:30
345731,97619,248,10/08/2020 11:30
826358,102842,1151,10/08/2020 10:30
901757,102842,248,10/08/2020 10:00
967376,102842,1151,10/08/2020 10:00
902033,102842,1151,10/08/2020 09:15
811100,97619,248,10/08/2020 09:00
541295,102842,248,10/08/2020 09:00
775787,92297,353,10/08/2020 08:00
902033,102842,1151,10/08/2020 08:00
846335,92297,353,10/08/2020 08:00
968243,102842,1151,10/08/2020 08:00
280391,92615,248,10/08/2020 08:00
592253,92297,353,10/08/2020 08:00
280391,92615,248,10/08/2020 07:30
859988,99596,332,10/08/2020 07:00
1012202,99878,332,10/08/2020 07:00
840074,99878,332,10/08/2020 07:00
345731,97619,248,10/08/2020 07:00
923924,97037,248,10/08/2020 06:15
332630,97619,248,10/08/2020 06:00
200483,91877,297,10/08/2020 06:00
930317,100688,325,10/08/2020 06:00
923924,97037,248,10/08/2020 06:00
281669,104369,248,10/08/2020 06:00
50450,93878,325,10/08/2020 05:00
915995,102842,1151,10/08/2020 05:00
882860,93878,325,10/08/2020 05:00
875618,102842,1151,10/08/2020 05:00
1025732,103886,1452,10/08/2020 03:00
170942,103886,1452,10/08/2020 03:00
163889,103886,1452,10/08/2020 03:00
968171,103886,1452,10/08/2020 03:00
1026944,103886,1452,10/08/2020 03:00
731513,103886,1452,10/08/2020 03:00
1026986,103886,1452,10/08/2020 03:00
1035128,100688,325,10/08/2020 01:30
989009,103886,1452,10/08/2020 01:00
1018466,103886,1452,10/08/2020 01:00
1019705,103886,1452,10/08/2020 01:00
1001864,103886,1452,10/08/2020 01:00
993803,103886,1452,10/08/2020 01:00
977765,103886,1452,10/08/2020 01:00
164972,102842,1151,09/08/2020 21:00
105224,102842,276,09/08/2020 21:00
800933,104369,1151,09/08/2020 16:00
240791,102842,1151,09/08/2020 13:00
910424,102842,1151,09/08/2020 13:00
908468,105176,1151,09/08/2020 12:00
280391,92615,248,09/08/2020 08:00
170942,103886,1452,09/08/2020 03:00
1026944,103886,1452,09/08/2020 03:00
968171,103886,1452,09/08/2020 03:00
163889,103886,1452,09/08/2020 03:00
1018466,103886,1452,09/08/2020 01:00
1019474,103886,1452,09/08/2020 01:00
1001864,103886,1452,09/08/2020 01:00
1018346,103886,1452,09/08/2020 01:00
733328,103886,1452,09/08/2020 01:00
993803,103886,1452,09/08/2020 01:00
105224,102842,276,08/08/2020 21:00
164972,102842,1151,08/08/2020 21:00
994937,103886,381,08/08/2020 18:00
996770,103886,381,08/08/2020 17:30
1012997,103886,381,08/08/2020 17:00
800933,104369,1151,08/08/2020 16:00
998285,103886,381,08/08/2020 14:30
910424,102842,1151,08/08/2020 13:00
240791,102842,1151,08/08/2020 13:00
908468,105176,1151,08/08/2020 12:00
3368,104207,248,08/08/2020 09:00
280391,92615,248,08/08/2020 08:00
151898,103886,381,08/08/2020 06:45
875618,102842,1151,08/08/2020 05:00
1026977,103886,1452,08/08/2020 03:00
1026344,103886,1452,08/08/2020 03:00
1027010,103886,1452,08/08/2020 03:00
170942,103886,1452,08/08/2020 03:00
163889,103886,1452,08/08/2020 03:00
1001864,103886,1452,08/08/2020 01:00
993803,103886,1452,08/08/2020 01:00
978347,103886,1452,08/08/2020 01:00
733328,103886,1452,08/08/2020 01:00
164972,102842,1151,07/08/2020 21:00
105224,102842,276,07/08/2020 21:00
800933,102842,1151,07/08/2020 18:00
1008983,102842,1151,07/08/2020 18:00
993614,103886,381,07/08/2020 17:30
998285,103886,381,07/08/2020 17:30
967376,102842,1151,07/08/2020 17:00
729440,102842,1151,07/08/2020 16:00
683192,104369,1151,07/08/2020 16:00
1028489,103886,381,07/08/2020 14:30
910424,102842,1151,07/08/2020 13:00
240791,102842,1151,07/08/2020 13:00
668351,102842,1151,07/08/2020 10:30
901757,102842,248,07/08/2020 10:00
902033,102842,1151,07/08/2020 09:15
967376,102842,1151,07/08/2020 09:00
541295,102842,248,07/08/2020 09:00
811100,97619,248,07/08/2020 09:00
846335,92297,353,07/08/2020 08:00
775787,92297,353,07/08/2020 08:00
592253,92297,353,07/08/2020 08:00
473315,92615,248,07/08/2020 08:00
280391,92615,248,07/08/2020 08:00
968243,102842,1151,07/08/2020 08:00
280391,92615,248,07/08/2020 07:30
473315,92615,248,07/08/2020 07:30
168179,98579,381,07/08/2020 07:00
1012202,99878,332,07/08/2020 07:00
800933,102842,1151,07/08/2020 07:00
151898,103886,381,07/08/2020 06:45
923924,97037,248,07/08/2020 06:15
923924,97037,248,07/08/2020 06:00
1029188,104369,248,07/08/2020 06:00
487637,104807,1151,07/08/2020 06:00
332630,97619,248,07/08/2020 06:00
995480,100688,325,07/08/2020 06:00
882860,93878,325,07/08/2020 05:00
50450,93878,325,07/08/2020 05:00
915995,102842,1151,07/08/2020 05:00
875618,102842,1151,07/08/2020 05:00
200483,91877,297,07/08/2020 04:00
1026344,103886,1452,07/08/2020 03:00
1014383,103886,1452,07/08/2020 03:00
1027010,103886,1452,07/08/2020 03:00
170942,103886,1452,07/08/2020 03:00
1019435,100688,325,07/08/2020 03:00
1026977,103886,1452,07/08/2020 03:00
163889,103886,1452,07/08/2020 03:00
998978,103886,1452,07/08/2020 01:00
1018346,103886,1452,07/08/2020 01:00
1019705,103886,1452,07/08/2020 01:00
989009,103886,1452,07/08/2020 01:00
993803,103886,1452,07/08/2020 01:00
453953,104774,332,06/08/2020 22:00
453953,104774,332,06/08/2020 21:00
160139,102842,276,06/08/2020 21:00
93752,102842,1151,06/08/2020 21:00
1012997,103886,381,06/08/2020 18:00
994937,103886,381,06/08/2020 18:00
800933,102842,1151,06/08/2020 18:00
1008983,102842,1151,06/08/2020 18:00
198500,103886,381,06/08/2020 17:00
967376,102842,1151,06/08/2020 17:00
683192,104369,1151,06/08/2020 16:00
729440,102842,1151,06/08/2020 16:00
240791,102842,1151,06/08/2020 13:00
859685,102842,1151,06/08/2020 13:00
961790,102842,1151,06/08/2020 13:00
668351,102842,1151,06/08/2020 10:30
901757,102842,248,06/08/2020 10:00
902033,102842,1151,06/08/2020 09:15
967376,102842,1151,06/08/2020 09:00
541295,102842,248,06/08/2020 09:00
811100,97619,248,06/08/2020 09:00
592253,92297,353,06/08/2020 08:00
968243,102842,1151,06/08/2020 08:00
280391,92615,248,06/08/2020 08:00
846335,92297,353,06/08/2020 08:00
775787,92297,353,06/08/2020 08:00
902033,102842,1151,06/08/2020 08:00
280391,92615,248,06/08/2020 07:30
345731,97619,248,06/08/2020 07:00
800933,102842,1151,06/08/2020 07:00
1012202,99878,332,06/08/2020 07:00
923924,97037,248,06/08/2020 06:15
487637,104807,1151,06/08/2020 06:00
930317,100688,325,06/08/2020 06:00
332630,97619,248,06/08/2020 06:00
1012166,103886,381,06/08/2020 05:30
50450,93878,325,06/08/2020 05:00
915995,102842,1151,06/08/2020 05:00
882860,93878,325,06/08/2020 05:00
875618,102842,1151,06/08/2020 05:00
200483,91877,297,06/08/2020 04:00
1019435,100688,325,06/08/2020 03:00
170942,103886,1452,06/08/2020 03:00
1026344,103886,1452,06/08/2020 03:00
1026977,103886,1452,06/08/2020 03:00
1027010,103886,1452,06/08/2020 03:00
163889,103886,1452,06/08/2020 03:00
405353,103886,1452,06/08/2020 01:00
998978,103886,1452,06/08/2020 01:00
989009,103886,1452,06/08/2020 01:00
1018346,103886,1452,06/08/2020 01:00
160139,102842,276,05/08/2020 21:00
93752,102842,1151,05/08/2020 21:00
800933,102842,1151,05/08/2020 18:00
1008983,102842,1151,05/08/2020 18:00
994937,103886,381,05/08/2020 18:00
1012997,103886,381,05/08/2020 18:00
967376,102842,1151,05/08/2020 17:00
198500,103886,381,05/08/2020 17:00
1020221,103886,381,05/08/2020 16:30
729440,102842,1151,05/08/2020 16:00
683192,104369,1151,05/08/2020 16:00
151898,103886,381,05/08/2020 13:45
961790,102842,1151,05/08/2020 13:00
859685,102842,1151,05/08/2020 13:00
240791,102842,1151,05/08/2020 13:00
668351,102842,1151,05/08/2020 10:30
1012166,103886,381,05/08/2020 10:30
901757,102842,248,05/08/2020 10:00
902033,102842,1151,05/08/2020 09:15
541295,102842,248,05/08/2020 09:00
811100,97619,248,05/08/2020 09:00
967376,102842,1151,05/08/2020 09:00
280391,92615,248,05/08/2020 08:00
968243,102842,1151,05/08/2020 08:00
592253,92297,353,05/08/2020 08:00
846335,92297,353,05/08/2020 08:00
800933,102842,1151,05/08/2020 08:00
902033,102842,1151,05/08/2020 08:00
280391,92615,248,05/08/2020 07:30
1012202,99878,332,05/08/2020 07:00
840074,99878,332,05/08/2020 07:00
800933,102842,1151,05/08/2020 07:00
859988,99596,332,05/08/2020 07:00
923924,97037,248,05/08/2020 06:15
930317,100688,325,05/08/2020 06:00
332630,97619,248,05/08/2020 06:00
487637,104807,1151,05/08/2020 06:00
281669,104369,248,05/08/2020 06:00
915995,102842,1151,05/08/2020 05:00
50450,93878,325,05/08/2020 05:00
882860,93878,325,05/08/2020 05:00
200483,91877,297,05/08/2020 04:00
1026986,103886,1452,05/08/2020 03:00
1019435,100688,325,05/08/2020 03:00
1026977,103886,1452,05/08/2020 03:00
1014596,103886,1452,05/08/2020 03:00
170942,103886,1452,05/08/2020 03:00
1027010,103886,1452,05/08/2020 03:00
163889,103886,1452,05/08/2020 03:00
1018682,103886,1452,05/08/2020 01:00
989009,103886,1452,05/08/2020 01:00
160139,102842,276,04/08/2020 21:00
93752,102842,1151,04/08/2020 21:00
994937,103886,381,04/08/2020 18:00
800933,102842,1151,04/08/2020 18:00
1008983,102842,1151,04/08/2020 18:00
1003685,103886,381,04/08/2020 17:30
967376,102842,1151,04/08/2020 17:00
729440,102842,1151,04/08/2020 16:00
683192,104369,1151,04/08/2020 16:00
961790,102842,1151,04/08/2020 13:00
910424,102842,1151,04/08/2020 13:00
859685,102842,1151,04/08/2020 13:00
668351,102842,1151,04/08/2020 10:30
901757,102842,248,04/08/2020 10:00
902033,102842,1151,04/08/2020 09:15
811100,97619,248,04/08/2020 09:00
967376,102842,1151,04/08/2020 09:00
541295,102842,248,04/08/2020 09:00
846335,92297,353,04/08/2020 08:00
473315,92615,248,04/08/2020 08:00
902033,102842,1151,04/08/2020 08:00
592253,92297,353,04/08/2020 08:00
775787,92297,353,04/08/2020 08:00
280391,92615,248,04/08/2020 08:00
968243,102842,1151,04/08/2020 08:00
473315,92615,248,04/08/2020 07:30
280391,92615,248,04/08/2020 07:30
800933,102842,1151,04/08/2020 07:00
859988,99596,332,04/08/2020 07:00
1012202,99878,332,04/08/2020 07:00
840074,99878,332,04/08/2020 07:00
1012166,103886,381,04/08/2020 06:45
923924,97037,248,04/08/2020 06:15
930317,100688,325,04/08/2020 06:00
332630,97619,248,04/08/2020 06:00
281669,104369,248,04/08/2020 06:00
487637,104807,1151,04/08/2020 06:00
198500,103886,381,04/08/2020 05:30
875618,102842,1151,04/08/2020 05:00
915995,102842,1151,04/08/2020 05:00
882860,93878,325,04/08/2020 05:00
50450,93878,325,04/08/2020 05:00
200483,91877,297,04/08/2020 04:00
170942,103886,1452,04/08/2020 03:00
1025732,103886,1452,04/08/2020 03:00
1026977,103886,1452,04/08/2020 03:00
163889,103886,1452,04/08/2020 03:00
1019435,100688,325,04/08/2020 03:00
1026344,103886,1452,04/08/2020 03:00
1018346,103886,1452,04/08/2020 01:00
989009,103886,1452,04/08/2020 01:00
1001864,103886,1452,04/08/2020 01:00
1018682,103886,1452,04/08/2020 01:00
93752,102842,1151,03/08/2020 21:00
160139,102842,276,03/08/2020 21:00
1012997,103886,381,03/08/2020 18:00
1008983,102842,1151,03/08/2020 18:00
800933,102842,1151,03/08/2020 18:00
967376,102842,1151,03/08/2020 17:00
683192,104369,1151,03/08/2020 16:00
729440,102842,1151,03/08/2020 16:00
1012166,103886,381,03/08/2020 14:30
961790,102842,1151,03/08/2020 13:00
910424,102842,1151,03/08/2020 13:00
859685,102842,1151,03/08/2020 13:00
668351,102842,1151,03/08/2020 12:00
984467,103886,381,03/08/2020 11:30
668351,102842,1151,03/08/2020 10:30
151898,103886,381,03/08/2020 10:00
901757,102842,248,03/08/2020 10:00
902033,102842,1151,03/08/2020 09:15
811100,97619,248,03/08/2020 09:00
541295,102842,248,03/08/2020 09:00
967376,102842,1151,03/08/2020 09:00
473315,92615,248,03/08/2020 08:00
280391,92615,248,03/08/2020 08:00
775787,92297,353,03/08/2020 08:00
968243,102842,1151,03/08/2020 08:00
592253,92297,353,03/08/2020 08:00
846335,92297,353,03/08/2020 08:00
280391,92615,248,03/08/2020 07:30
473315,92615,248,03/08/2020 07:30
859988,99596,332,03/08/2020 07:00
840074,99878,332,03/08/2020 07:00
800933,102842,1151,03/08/2020 07:00
1012202,99878,332,03/08/2020 07:00
923924,97037,248,03/08/2020 06:15
487637,104807,1151,03/08/2020 06:00
930317,100688,325,03/08/2020 06:00
332630,97619,248,03/08/2020 06:00
281669,104369,248,03/08/2020 06:00
882860,93878,325,03/08/2020 05:00
875618,102842,1151,03/08/2020 05:00
50450,93878,325,03/08/2020 05:00
200483,91877,297,03/08/2020 04:00
170942,103886,1452,03/08/2020 03:00
1025732,103886,1452,03/08/2020 03:00
1026344,103886,1452,03/08/2020 03:00
163889,103886,1452,03/08/2020 03:00
1026977,103886,1452,03/08/2020 03:00
214166,100688,325,03/08/2020 02:30
1019435,100688,325,03/08/2020 02:30
381749,100688,325,03/08/2020 02:30
1025567,100688,325,03/08/2020 02:30
1001864,103886,1452,03/08/2020 01:00
1018682,103886,1452,03/08/2020 01:00
1018466,103886,1452,03/08/2020 01:00
989009,103886,1452,03/08/2020 01:00
1018346,103886,1452,03/08/2020 01:00
798218,104774,332,02/08/2020 22:55
798218,104774,332,02/08/2020 22:30
609404,104774,332,02/08/2020 22:30
105224,102842,276,02/08/2020 21:00
164972,102842,1151,02/08/2020 21:00
800933,104369,1151,02/08/2020 16:00
493901,103886,381,02/08/2020 16:00
1012997,103886,381,02/08/2020 15:00
915995,102842,1151,02/08/2020 13:00
240791,102842,1151,02/08/2020 13:00
910424,102842,1151,02/08/2020 13:00
908468,105176,1151,02/08/2020 12:00
151898,103886,381,02/08/2020 07:45
753164,91391,248,02/08/2020 07:00
998285,103886,381,02/08/2020 05:45
985397,103886,1452,02/08/2020 04:00
1025732,103886,1452,02/08/2020 03:00
1026344,103886,1452,02/08/2020 03:00
1026977,103886,1452,02/08/2020 03:00
163889,103886,1452,02/08/2020 03:00
993803,103886,1452,02/08/2020 01:00
1001864,103886,1452,02/08/2020 01:00
1018466,103886,1452,02/08/2020 01:00
1018346,103886,1452,02/08/2020 01:00
223991,100688,325,02/08/2020 00:00
1009295,100688,325,02/08/2020 00:00
866648,100688,325,02/08/2020 00:00
976064,100688,325,02/08/2020 00:00
1003451,100688,325,02/08/2020 00:00
530582,100688,325,02/08/2020 00:00
895511,100688,325,02/08/2020 00:00
885176,100688,325,02/08/2020 00:00
953435,100688,325,02/08/2020 00:00
450659,103886,1445,01/08/2020 23:00
1018745,103886,1445,01/08/2020 23:00
798218,104774,332,01/08/2020 22:55
609404,104774,332,01/08/2020 22:30
798218,104774,332,01/08/2020 22:30
530582,100688,325,01/08/2020 22:00
953435,100688,325,01/08/2020 22:00
895511,100688,325,01/08/2020 22:00
885176,100688,325,01/08/2020 22:00
1003451,100688,325,01/08/2020 22:00
866648,100688,325,01/08/2020 22:00
223991,100688,325,01/08/2020 22:00
1009295,100688,325,01/08/2020 22:00
976064,100688,325,01/08/2020 22:00
164972,102842,1151,01/08/2020 21:00
487637,105176,1151,01/08/2020 21:00
105224,102842,276,01/08/2020 21:00
994937,103886,381,01/08/2020 18:00
993614,103886,381,01/08/2020 17:30
496973,96689,262,01/08/2020 17:05
198500,103886,381,01/08/2020 17:00
105224,102842,1151,01/08/2020 17:00
1012904,103886,381,01/08/2020 16:00
800933,104369,1151,01/08/2020 16:00
493901,103886,381,01/08/2020 14:30
736208,105617,262,01/08/2020 14:00
994091,103886,381,01/08/2020 13:45
240791,102842,1151,01/08/2020 13:00
860528,359,248,01/08/2020 13:00
105224,102842,1151,01/08/2020 13:00
3368,104207,248,01/08/2020 09:00
753164,91391,248,01/08/2020 07:00
999263,103886,1452,01/08/2020 06:00
987710,103886,1452,01/08/2020 06:00
1014449,103886,1452,01/08/2020 06:00
983720,103886,1452,01/08/2020 06:00
999113,103886,381,01/08/2020 06:00
982907,103886,381,01/08/2020 05:30
761984,103886,381,01/08/2020 05:30
493901,103886,381,01/08/2020 05:15
980939,103886,381,01/08/2020 05:15
875618,102842,1151,01/08/2020 05:00
986573,103886,1452,01/08/2020 04:00
1026977,103886,1452,01/08/2020 03:00
163889,103886,1452,01/08/2020 03:00
1026344,103886,1452,01/08/2020 03:00
1025732,103886,1452,01/08/2020 03:00
1002257,100688,325,01/08/2020 02:00
722648,100688,325,01/08/2020 02:00
1009295,100688,325,01/08/2020 02:00
1008023,100688,325,01/08/2020 02:00
1010717,100688,325,01/08/2020 02:00
1027466,100688,325,01/08/2020 02:00
988505,103886,1445,01/08/2020 01:00
993803,103886,1452,01/08/2020 01:00
18878,103886,1445,01/08/2020 01:00
979196,103886,1445,01/08/2020 01:00
453461,103886,1445,01/08/2020 01:00
826985,103886,1445,01/08/2020 01:00
1019633,103886,1452,01/08/2020 01:00
1018346,103886,1452,01/08/2020 01:00
1025948,104774,332,31/07/2020 23:30
766235,104774,332,31/07/2020 23:30
977501,104774,332,31/07/2020 23:30
741998,104774,332,31/07/2020 23:30
384470,104774,332,31/07/2020 23:30
1002929,104774,332,31/07/2020 23:30
976643,104774,332,31/07/2020 23:30
959687,104774,332,31/07/2020 23:30
215963,100688,325,31/07/2020 23:00
1003451,100688,325,31/07/2020 23:00
530582,100688,325,31/07/2020 23:00
1018745,103886,1445,31/07/2020 23:00
269363,100688,325,31/07/2020 23:00
960542,100688,325,31/07/2020 23:00
866648,100688,325,31/07/2020 23:00
450659,103886,1445,31/07/2020 23:00
223991,100688,325,31/07/2020 23:00
953435,100688,325,31/07/2020 23:00
912335,100688,325,31/07/2020 23:00
897830,104774,332,31/07/2020 22:55
897830,104774,332,31/07/2020 22:30
774725,104774,332,31/07/2020 22:30
609404,104774,332,31/07/2020 22:30
668351,104774,332,31/07/2020 22:30
895307,104774,332,31/07/2020 22:30
960542,100688,325,31/07/2020 22:00
269363,100688,325,31/07/2020 22:00
223991,100688,325,31/07/2020 22:00
866648,100688,325,31/07/2020 22:00
530582,100688,325,31/07/2020 22:00
215963,100688,325,31/07/2020 22:00
912335,100688,325,31/07/2020 22:00
953435,100688,325,31/07/2020 22:00
1003451,100688,325,31/07/2020 22:00
977501,104774,332,31/07/2020 21:30
1025948,104774,332,31/07/2020 21:30
384470,104774,332,31/07/2020 21:30
1002929,104774,332,31/07/2020 21:30
976643,104774,332,31/07/2020 21:30
959687,104774,332,31/07/2020 21:30
766235,104774,332,31/07/2020 21:30
741998,104774,332,31/07/2020 21:30
164972,102842,1151,31/07/2020 21:00
105224,102842,276,31/07/2020 21:00
501029,103886,1445,31/07/2020 19:00
981011,103886,1445,31/07/2020 19:00
224345,102842,1151,31/07/2020 18:00
501029,103886,1445,31/07/2020 18:00
994937,103886,381,31/07/2020 18:00
1008983,102842,1151,31/07/2020 18:00
1012904,103886,381,31/07/2020 17:30
496973,96689,262,31/07/2020 17:05
881453,96689,262,31/07/2020 17:05
1014767,92282,332,31/07/2020 17:00
967376,102842,248,31/07/2020 17:00
874181,92282,332,31/07/2020 17:00
875519,95981,325,31/07/2020 16:00
798104,92282,332,31/07/2020 16:00
874181,92282,332,31/07/2020 16:00
1014767,92282,332,31/07/2020 16:00
826358,102842,1151,31/07/2020 16:00
683192,104369,1151,31/07/2020 16:00
1001759,100688,325,31/07/2020 14:00
758387,105086,1151,31/07/2020 14:00
995471,100688,325,31/07/2020 14:00
902471,103886,381,31/07/2020 13:30
910424,102842,1151,31/07/2020 13:00
240791,102842,1151,31/07/2020 13:00
859685,102842,1151,31/07/2020 13:00
824393,98561,332,31/07/2020 12:30
994091,103886,381,31/07/2020 12:30
525944,98561,332,31/07/2020 12:30
837302,98561,332,31/07/2020 12:15
749759,102842,248,31/07/2020 12:00
280391,92615,248,31/07/2020 11:30
473315,92615,248,31/07/2020 11:30
227870,102842,1151,31/07/2020 11:00
850196,102842,248,31/07/2020 11:00
826358,102842,1151,31/07/2020 10:30
668351,102842,1151,31/07/2020 10:30
993614,103886,381,31/07/2020 10:00
901757,102842,248,31/07/2020 10:00
215963,92282,325,31/07/2020 10:00
967376,102842,248,31/07/2020 10:00
924158,92282,332,31/07/2020 10:00
824393,98561,332,31/07/2020 09:30
1003685,103886,381,31/07/2020 09:15
902033,102842,1151,31/07/2020 09:15
901757,102842,248,31/07/2020 09:00
279242,97619,248,31/07/2020 09:00
751448,90221,325,31/07/2020 09:00
811100,97619,248,31/07/2020 09:00
895604,105239,1151,31/07/2020 09:00
227870,102842,1151,31/07/2020 09:00
541295,102842,248,31/07/2020 09:00
415952,102842,248,31/07/2020 09:00
770591,101720,1151,31/07/2020 08:30
826358,102842,1151,31/07/2020 08:30
475178,101999,332,31/07/2020 08:30
948269,101999,332,31/07/2020 08:30
937400,101999,332,31/07/2020 08:30
223220,102842,248,31/07/2020 08:30
992027,104762,248,31/07/2020 08:30
860528,359,248,31/07/2020 08:30
872363,101999,325,31/07/2020 08:30
457589,90221,248,31/07/2020 08:15
592253,92297,353,31/07/2020 08:00
279242,97619,248,31/07/2020 08:00
473315,92615,248,31/07/2020 08:00
758387,105086,1151,31/07/2020 08:00
895604,105239,1151,31/07/2020 08:00
866693,102842,1151,31/07/2020 08:00
846335,92297,353,31/07/2020 08:00
224345,102842,1151,31/07/2020 08:00
903233,102842,248,31/07/2020 08:00
280391,92615,248,31/07/2020 08:00
326642,103931,1151,31/07/2020 08:00
525944,98561,332,31/07/2020 07:30
280391,92615,248,31/07/2020 07:30
842471,92297,353,31/07/2020 07:30
1004087,101087,332,31/07/2020 07:30
824393,98561,332,31/07/2020 07:30
797393,101087,332,31/07/2020 07:30
837302,98561,332,31/07/2020 07:30
473315,92615,248,31/07/2020 07:30
386771,98579,381,31/07/2020 07:00
927614,91391,248,31/07/2020 07:00
839642,92282,332,31/07/2020 07:00
901484,102842,248,31/07/2020 07:00
927959,103724,1151,31/07/2020 07:00
1012202,99878,332,31/07/2020 07:00
594932,105164,325,31/07/2020 07:00
850196,102842,248,31/07/2020 07:00
920141,91391,248,31/07/2020 07:00
843569,103724,1151,31/07/2020 07:00
743213,105455,248,31/07/2020 06:30
182849,91877,248,31/07/2020 06:30
953687,91877,248,31/07/2020 06:30
761984,103886,381,31/07/2020 06:15
923924,97037,248,31/07/2020 06:15
999263,103886,1452,31/07/2020 06:00
